opinion,score,sentiment,neg,neu,pos,compound,vader_sentiment
"As someone who drinks several cups a day, I think it produces a smooth cup with no burnt or bitter aftertaste, which makes my mornings feel a lot more relaxed.",4.0,positive,0.063,0.771,0.166,0.561,positive
"As a casual coffee drinker, I’m surprised that the pre-heating time is minimal, which fits my rushed mornings, and it has become one of my favorite kitchen gadgets.",5.0,positive,0.0,0.789,0.211,0.6908,positive
"I’ve been using this coffee maker for over a month and it struggles to brew consistently hot coffee, so I wouldn’t feel comfortable recommending it.",1.0,negative,0.087,0.799,0.115,0.2023,positive
"As a work-from-home professional, I feel the smart features actually feel useful instead of gimmicky, which is why I’d rate it very highly.",4.0,positive,0.0,0.789,0.211,0.6808,positive
"In our busy household, it produces a smooth cup with no burnt or bitter aftertaste, so I definitely feel I got my money’s worth.",4.0,positive,0.075,0.68,0.245,0.6137,positive
"As someone who relies on coffee to start the day, I find that the advertised smart features feel clunky and unreliable, so in hindsight, I think it was a poor choice.",1.0,negative,0.089,0.833,0.078,-0.1027,negative
"I’ve been using this coffee maker for half a year and the water tank capacity is too small for multiple cups in a row, and I’m already considering replacing it with something else.",2.0,negative,0.0,1.0,0.0,0.0,neutral
"As a casual coffee drinker, I’m surprised that the build feels solid and the buttons respond instantly, which is why I’d rate it very highly.",5.0,positive,0.0,0.806,0.194,0.5106,positive
"In our household, we quickly realized that the app connection drops more often than it works, and at this point I’m disappointed with the brand.",2.0,negative,0.114,0.886,0.0,-0.4767,negative
"As a frequent coffee drinker, it bothers me that the machine occasionally refuses to start brewing even when set up correctly, which is why I would not buy it again.",1.0,negative,0.058,0.942,0.0,-0.2023,negative
"Ever since I switched to this smart coffee maker, cleaning the inside of the machine is awkward and time-consuming, which makes the high price tag feel unjustified.",1.0,negative,0.054,0.841,0.105,0.3664,positive
"As someone who drinks several cups a day, I think the machine fits perfectly under my cabinets and still opens easily, and it has become one of my favorite kitchen gadgets.",5.0,positive,0.0,0.745,0.255,0.8625,positive
"Compared to my previous coffee maker, the app integration makes it easy to schedule my morning brew, making it feel like a small luxury every single morning.",5.0,positive,0.0,0.822,0.178,0.6597,positive
"As someone who relies on coffee to start the day, I find that the brewing process sometimes stops midway for no clear reason, so I wouldn’t feel comfortable recommending it.",2.0,negative,0.111,0.792,0.097,0.1321,positive
"From the first week I noticed that the app connection drops more often than it works, and I often wish I had picked a simpler model instead.",2.0,negative,0.0,0.906,0.094,0.4019,positive
"For my morning routine, it struggles to brew consistently hot coffee, which makes the high price tag feel unjustified.",2.0,negative,0.122,0.878,0.0,-0.3612,negative
"As a remote worker who needs reliable coffee, I feel that the brewing process sometimes stops midway for no clear reason, so overall it has been a frustrating purchase.",2.0,negative,0.205,0.795,0.0,-0.6892,negative
"I’ve been using this coffee maker for around four months and the machine fits perfectly under my cabinets and still opens easily, which is why I’d rate it very highly.",5.0,positive,0.0,0.809,0.191,0.765,positive
"For my small apartment kitchen, the app integration makes it easy to schedule my morning brew, so I definitely feel I got my money’s worth.",5.0,positive,0.0,0.739,0.261,0.7769,positive
"From the first week of use, it produces a smooth cup with no burnt or bitter aftertaste, so I definitely feel I got my money’s worth.",4.0,positive,0.07,0.7,0.23,0.6137,positive
"Ever since I switched to this smart coffee maker, the brewing process sometimes stops midway for no clear reason, so I wouldn’t feel comfortable recommending it.",2.0,negative,0.117,0.683,0.199,0.5634,positive
"From the first week I noticed that cleaning the inside of the machine is awkward and time-consuming, and I’m already considering replacing it with something else.",1.0,negative,0.06,0.94,0.0,-0.1531,negative
"Compared to my old basic coffee maker, the design looks nice but the materials feel flimsy, and at this point I’m disappointed with the brand.",2.0,negative,0.143,0.792,0.065,-0.5023,negative
"In our busy household, the app integration makes it easy to schedule my morning brew, so I definitely feel I got my money’s worth.",4.0,positive,0.0,0.73,0.27,0.7769,positive
"As a frequent coffee drinker, it bothers me that the water tank capacity is too small for multiple cups in a row, which is why I would not buy it again.",1.0,negative,0.057,0.943,0.0,-0.2023,negative
"After around four months of daily use, I have to admit the interface is not intuitive and I still fumble with the buttons, which is why I would not buy it again.",2.0,negative,0.0,0.945,0.055,0.2023,positive
"From the first week of use, the app integration makes it easy to schedule my morning brew, and I’d confidently buy it again if needed.",4.0,positive,0.0,0.793,0.207,0.7184,positive
"I’ve been using this coffee maker for more than six months and the temperature and strength settings give me a lot of control over the final cup, and it has become one of my favorite kitchen gadgets.",4.0,positive,0.0,0.85,0.15,0.7351,positive
"Ever since I switched to this smart coffee maker, the machine occasionally refuses to start brewing even when set up correctly, and I’m already considering replacing it with something else.",2.0,negative,0.0,0.903,0.097,0.481,positive
"For my morning routine, cleaning the inside of the machine is awkward and time-consuming, which is why I would not buy it again.",1.0,negative,0.068,0.932,0.0,-0.1531,negative
"As a casual coffee drinker, I’m surprised that the build feels solid and the buttons respond instantly, and it has become one of my favorite kitchen gadgets.",4.0,positive,0.0,0.735,0.265,0.743,positive
"Ever since I bought this smart coffee maker, the temperature and strength settings give me a lot of control over the final cup, so I definitely feel I got my money’s worth.",5.0,positive,0.0,0.714,0.286,0.8808,positive
"Compared to my old basic coffee maker, it struggles to brew consistently hot coffee, so overall it has been a frustrating purchase.",2.0,negative,0.213,0.787,0.0,-0.6597,negative
"Compared to my previous coffee maker, the reusable filter helps me save money and reduce waste, which is why I’d rate it very highly.",5.0,positive,0.095,0.709,0.196,0.4588,positive
"From the first week I noticed that the advertised smart features feel clunky and unreliable, which makes the high price tag feel unjustified.",1.0,negative,0.0,0.891,0.109,0.4019,positive
"For my small apartment kitchen, the reusable filter helps me save money and reduce waste, so I don’t see myself going back to a basic brewer.",4.0,positive,0.089,0.728,0.184,0.4588,positive
"After three months of daily use, I have to admit the interface is not intuitive and I still fumble with the buttons, so overall it has been a frustrating purchase.",2.0,negative,0.089,0.856,0.055,-0.2732,negative
"In our busy household, the reusable filter helps me save money and reduce waste, which makes my mornings feel a lot more relaxed.",5.0,positive,0.09,0.611,0.299,0.7574,positive
"I’ve been using this coffee maker for half a year and the app integration makes it easy to schedule my morning brew, so I’m genuinely happy with how it performs overall.",5.0,positive,0.0,0.809,0.191,0.7823,positive
"For my small apartment kitchen, the app integration makes it easy to schedule my morning brew, so for me it absolutely lives up to the promise.",4.0,positive,0.0,0.822,0.178,0.6369,positive
"As a remote worker who needs reliable coffee, I feel that it struggles to brew consistently hot coffee, so I don’t feel that it delivers on its promises.",2.0,negative,0.08,0.836,0.084,0.0258,neutral
"I’ve been using this coffee maker for about two weeks and the build feels solid and the buttons respond instantly, so for me it absolutely lives up to the promise.",5.0,positive,0.0,0.878,0.122,0.4404,positive
"After a couple of months of daily use, I have to admit the advertised smart features feel clunky and unreliable, which defeats the whole purpose of paying extra for smart features.",2.0,negative,0.063,0.74,0.197,0.5994,positive
"For my morning routine, the machine occasionally refuses to start brewing even when set up correctly, so I don’t feel that it delivers on its promises.",2.0,negative,0.0,0.906,0.094,0.3818,positive
"For my morning routine, the app connection drops more often than it works, so in hindsight, I think it was a poor choice.",1.0,negative,0.124,0.876,0.0,-0.4767,negative
"From the first week I noticed that the app connection drops more often than it works, so I don’t feel that it delivers on its promises.",2.0,negative,0.0,0.906,0.094,0.3818,positive
"In our busy household, it produces a smooth cup with no burnt or bitter aftertaste, which is why I’d rate it very highly.",4.0,positive,0.086,0.822,0.091,0.0341,neutral
"From the first week of use, it produces a smooth cup with no burnt or bitter aftertaste, and I’ve already recommended it to a couple of friends.",4.0,positive,0.068,0.709,0.223,0.6164,positive
"As a remote worker who needs reliable coffee, I feel that the design looks nice but the materials feel flimsy, so I wouldn’t feel comfortable recommending it.",2.0,negative,0.0,0.797,0.203,0.7469,positive
"As someone who drinks several cups a day, I think the build feels solid and the buttons respond instantly, making it feel like a small luxury every single morning.",5.0,positive,0.0,0.868,0.132,0.4767,positive
"From the first week I noticed that the advertised smart features feel clunky and unreliable, and at this point I’m disappointed with the brand.",1.0,negative,0.112,0.791,0.097,-0.1027,negative
"Compared to my old basic coffee maker, it makes more noise than I expected for a modern appliance, and I often wish I had picked a simpler model instead.",2.0,negative,0.0,0.912,0.088,0.4019,positive
"After over a month with this machine, I can say the reusable filter helps me save money and reduce waste, so I don’t see myself going back to a basic brewer.",5.0,positive,0.077,0.765,0.158,0.4588,positive
"In our household, we quickly realized that the interface is not intuitive and I still fumble with the buttons, so I wouldn’t feel comfortable recommending it.",1.0,negative,0.0,0.883,0.117,0.5106,positive
"Compared to my old basic coffee maker, the design looks nice but the materials feel flimsy, and I often wish I had picked a simpler model instead.",1.0,negative,0.0,0.821,0.179,0.6652,positive
"I’ve been using this coffee maker for more than six months and the design looks nice but the materials feel flimsy, and at this point I’m disappointed with the brand.",1.0,negative,0.122,0.822,0.056,-0.5023,negative
"For my small apartment kitchen, the build feels solid and the buttons respond instantly, so I don’t see myself going back to a basic brewer.",4.0,positive,0.0,0.938,0.062,0.1531,positive
"In our busy household, the build feels solid and the buttons respond instantly, so I’m genuinely happy with how it performs overall.",5.0,positive,0.0,0.782,0.218,0.6771,positive
"For my small apartment kitchen, the build feels solid and the buttons respond instantly, so I definitely feel I got my money’s worth.",4.0,positive,0.0,0.755,0.245,0.6682,positive
"After a few days of daily use, I have to admit the water tank capacity is too small for multiple cups in a row, which is why I would not buy it again.",1.0,negative,0.0,0.947,0.053,0.2023,positive
"As a work-from-home professional, I feel the temperature and strength settings give me a lot of control over the final cup, and it has become one of my favorite kitchen gadgets.",5.0,positive,0.0,0.824,0.176,0.7351,positive
"Compared to my previous coffee maker, the pre-heating time is minimal, which fits my rushed mornings, making it feel like a small luxury every single morning.",5.0,positive,0.0,0.909,0.091,0.3612,positive
"As a casual coffee drinker, I’m surprised that the pre-heating time is minimal, which fits my rushed mornings, which is why I’d rate it very highly.",5.0,positive,0.0,0.866,0.134,0.4019,positive
"From the first week of use, the machine fits perfectly under my cabinets and still opens easily, so I’m genuinely happy with how it performs overall.",4.0,positive,0.0,0.685,0.315,0.8901,positive
"Ever since I switched to this smart coffee maker, it struggles to brew consistently hot coffee, so in hindsight, I think it was a poor choice.",2.0,negative,0.177,0.725,0.099,-0.3559,negative
"For my morning routine, the machine occasionally refuses to start brewing even when set up correctly, so overall it has been a frustrating purchase.",1.0,negative,0.112,0.888,0.0,-0.4404,negative
"In our busy household, the temperature and strength settings give me a lot of control over the final cup, which makes my mornings feel a lot more relaxed.",5.0,positive,0.0,0.795,0.205,0.7713,positive
"After half a year of daily use, I have to admit it makes more noise than I expected for a modern appliance, which makes the high price tag feel unjustified.",2.0,negative,0.0,0.942,0.058,0.2023,positive
"I’ve been using this coffee maker for around four months and the brew strength options let me dial in exactly the taste I like, which is why I’d rate it very highly.",5.0,positive,0.0,0.84,0.16,0.6908,positive
"Ever since I switched to this smart coffee maker, cleaning the inside of the machine is awkward and time-consuming, so in hindsight, I think it was a poor choice.",1.0,negative,0.139,0.769,0.092,-0.1469,negative
"For my morning routine, it struggles to brew consistently hot coffee, and at this point I’m disappointed with the brand.",1.0,negative,0.237,0.763,0.0,-0.6808,negative
"For my morning routine, it makes more noise than I expected for a modern appliance, and I’m already considering replacing it with something else.",1.0,negative,0.0,1.0,0.0,0.0,neutral
"As someone who drinks several cups a day, I think it consistently brews flavorful coffee that tastes better than most café drinks, which makes my mornings feel a lot more relaxed.",5.0,positive,0.0,0.819,0.181,0.7501,positive
"After more than six months with this machine, I can say the build feels solid and the buttons respond instantly, making it feel like a small luxury every single morning.",4.0,positive,0.0,0.872,0.128,0.4767,positive
"For my morning routine, the app connection drops more often than it works, which makes the high price tag feel unjustified.",2.0,negative,0.0,1.0,0.0,0.0,neutral
