product_name,opinion_id,sentiment,opinion,score,date,sntiment,product_name;opinion_id;sentiment;opinion(text);date,product_name;opinion_id;sentiment;opinion;score;date,Product Name,Opinion ID,Sentiment,Opinion,Score,statement
The Great Gatsby,193,positive,"A beautifully written story about love, obsession, and the American Dream. Fitzgerald’s prose is lyrical.",5.0,2025-11-26,,,,,,,,,
The Great Gatsby,194,negative,"The story didn’t live up to the hype. I didn’t like the characters, and the plot was too slow for me.",2.0,2025-11-26,,,,,,,,,
The Great Gatsby,195,positive,"A stunning, tragic tale that captures the dreams and disillusionments of an entire era. Fitzgerald’s writing is top-notch.",5.0,2025-11-26,,,,,,,,,
The Great Gatsby,196,negative,"I couldn’t finish it. The book was too slow, and the characters were unlikable.",1.0,2025-11-26,,,,,,,,,
The Great Gatsby,197,positive,A timeless tale about the fragility of dreams and the excesses of the Jazz Age. Fitzgerald’s writing is flawless.,5.0,2025-11-26,,,,,,,,,
The Great Gatsby,198,negative,"The book didn’t grab me. The characters were shallow, and the plot felt aimless.",2.0,2025-11-26,,,,,,,,,
The Great Gatsby,199,positive,An unforgettable classic. Fitzgerald’s poetic style and exploration of love and ambition make this a must-read.,5.0,2025-11-26,,,,,,,,,
The Great Gatsby,200,negative,"I found the book tedious and boring. The characters were uninteresting, and the pacing was slow.",1.0,2025-11-26,,,,,,,,,
iPhone 17,1,positive,Stable system,4.0,,,,,,,,,,
iPhone 17,2,positive,Stable system,5.0,,,,,,,,,,
iPhone 17,3,positive,Great sound,3.0,,,,,,,,,,
iPhone 17,4,positive,Solid build,4.0,,,,,,,,,,
iPhone 17,5,positive,Solid build,3.0,,,,,,,,,,
iPhone 17,6,positive,Flagship quality,5.0,,,,,,,,,,
iPhone 17,7,positive,Great sound,3.0,,,,,,,,,,
iPhone 17,8,positive,Premium design,3.0,,,,,,,,,,
iPhone 17,9,positive,Feels good in hand,4.0,,,,,,,,,,
iPhone 17,10,positive,Long battery life,3.0,,,,,,,,,,
iPhone 17,11,positive,High quality,5.0,,,,,,,,,,
iPhone 17,12,positive,Great sound,4.0,,,,,,,,,,
iPhone 17,13,positive,Stable system,5.0,,,,,,,,,,
iPhone 17,14,positive,Top camera,5.0,,,,,,,,,,
iPhone 17,15,positive,Excellent camera,5.0,,,,,,,,,,
iPhone 17,16,positive,Great performance,4.0,,,,,,,,,,
iPhone 17,17,positive,Excellent camera,4.0,,,,,,,,,,
iPhone 17,18,positive,Great performance,4.0,,,,,,,,,,
iPhone 17,19,positive,Modern look,4.0,,,,,,,,,,
iPhone 17,20,positive,Fast charging,4.0,,,,,,,,,,
iPhone 17,21,positive,Great performance,4.0,,,,,,,,,,
iPhone 17,22,positive,Smooth performance,4.0,,,,,,,,,,
iPhone 17,23,positive,Modern look,3.0,,,,,,,,,,
iPhone 17,24,positive,Modern look,5.0,,,,,,,,,,
iPhone 17,25,positive,Feels good in hand,4.0,,,,,,,,,,
iPhone 17,26,positive,Solid build,3.0,,,,,,,,,,
iPhone 17,27,positive,Very fast,3.0,,,,,,,,,,
iPhone 17,28,positive,Light and handy,4.0,,,,,,,,,,
iPhone 17,29,positive,Flagship quality,4.0,,,,,,,,,,
iPhone 17,30,positive,Solid build,3.0,,,,,,,,,,
iPhone 17,31,positive,Great sound,3.0,,,,,,,,,,
iPhone 17,32,positive,Solid build,5.0,,,,,,,,,,
iPhone 17,33,positive,Premium design,5.0,,,,,,,,,,
iPhone 17,34,positive,Solid build,4.0,,,,,,,,,,
iPhone 17,35,positive,Light and handy,5.0,,,,,,,,,,
iPhone 17,36,positive,Fast charging,5.0,,,,,,,,,,
iPhone 17,37,positive,All-day battery,3.0,,,,,,,,,,
iPhone 17,38,positive,Very responsive,5.0,,,,,,,,,,
iPhone 17,39,positive,Light and handy,3.0,,,,,,,,,,
iPhone 17,40,positive,Well optimized,5.0,,,,,,,,,,
iPhone 17,41,positive,All-day battery,3.0,,,,,,,,,,
iPhone 17,42,positive,Well optimized,5.0,,,,,,,,,,
iPhone 17,43,positive,Flagship quality,3.0,,,,,,,,,,
iPhone 17,44,positive,High quality,3.0,,,,,,,,,,
iPhone 17,45,positive,Very responsive,3.0,,,,,,,,,,
iPhone 17,46,positive,Amazing screen,5.0,,,,,,,,,,
iPhone 17,47,positive,High quality,4.0,,,,,,,,,,
iPhone 17,48,positive,Excellent camera,3.0,,,,,,,,,,
iPhone 17,49,positive,Light and handy,5.0,,,,,,,,,,
iPhone 17,50,positive,Modern look,4.0,,,,,,,,,,
iPhone 17,51,positive,Fast charging,3.0,,,,,,,,,,
iPhone 17,52,positive,Great sound,5.0,,,,,,,,,,
iPhone 17,53,positive,Fast charging,3.0,,,,,,,,,,
iPhone 17,54,positive,Very fast,3.0,,,,,,,,,,
iPhone 17,55,positive,Excellent camera,4.0,,,,,,,,,,
iPhone 17,56,positive,Amazing screen,3.0,,,,,,,,,,
iPhone 17,57,positive,Excellent camera,3.0,,,,,,,,,,
iPhone 17,58,positive,Premium design,4.0,,,,,,,,,,
iPhone 17,59,positive,Well optimized,4.0,,,,,,,,,,
iPhone 17,60,positive,Long battery life,5.0,,,,,,,,,,
iPhone 17,61,positive,Top camera,4.0,,,,,,,,,,
iPhone 17,62,positive,High quality,3.0,,,,,,,,,,
iPhone 17,63,positive,Flagship quality,4.0,,,,,,,,,,
iPhone 17,64,positive,Long battery life,3.0,,,,,,,,,,
iPhone 17,65,positive,Light and handy,4.0,,,,,,,,,,
iPhone 17,66,positive,Great performance,5.0,,,,,,,,,,
iPhone 17,67,positive,Top camera,3.0,,,,,,,,,,
iPhone 17,68,positive,Amazing screen,5.0,,,,,,,,,,
iPhone 17,69,positive,Solid build,3.0,,,,,,,,,,
iPhone 17,70,positive,Modern look,4.0,,,,,,,,,,
iPhone 17,71,positive,Excellent camera,5.0,,,,,,,,,,
iPhone 17,72,positive,Smooth performance,5.0,,,,,,,,,,
iPhone 17,73,positive,Modern look,5.0,,,,,,,,,,
iPhone 17,74,positive,High quality,5.0,,,,,,,,,,
iPhone 17,75,positive,Top camera,5.0,,,,,,,,,,
iPhone 17,76,positive,Very responsive,3.0,,,,,,,,,,
iPhone 17,77,positive,Very responsive,3.0,,,,,,,,,,
iPhone 17,78,positive,Very fast,3.0,,,,,,,,,,
iPhone 17,79,positive,Top camera,4.0,,,,,,,,,,
iPhone 17,80,positive,Feels good in hand,4.0,,,,,,,,,,
iPhone 17,81,positive,Modern look,4.0,,,,,,,,,,
iPhone 17,82,positive,Premium design,3.0,,,,,,,,,,
iPhone 17,83,positive,Well optimized,5.0,,,,,,,,,,
iPhone 17,84,positive,High quality,3.0,,,,,,,,,,
iPhone 17,85,positive,Excellent camera,4.0,,,,,,,,,,
iPhone 17,86,positive,High quality,5.0,,,,,,,,,,
iPhone 17,87,positive,Excellent camera,3.0,,,,,,,,,,
iPhone 17,88,positive,Top camera,5.0,,,,,,,,,,
iPhone 17,89,positive,Premium design,3.0,,,,,,,,,,
iPhone 17,90,positive,Flagship quality,3.0,,,,,,,,,,
iPhone 17,91,positive,Solid build,4.0,,,,,,,,,,
iPhone 17,92,positive,Excellent camera,5.0,,,,,,,,,,
iPhone 17,93,positive,Excellent camera,4.0,,,,,,,,,,
iPhone 17,94,positive,Excellent camera,5.0,,,,,,,,,,
iPhone 17,95,positive,Premium design,4.0,,,,,,,,,,
iPhone 17,96,positive,Amazing screen,5.0,,,,,,,,,,
iPhone 17,97,positive,Feels good in hand,5.0,,,,,,,,,,
iPhone 17,98,positive,Great performance,3.0,,,,,,,,,,
iPhone 17,99,positive,Feels good in hand,3.0,,,,,,,,,,
iPhone 17,100,positive,Feels good in hand,3.0,,,,,,,,,,
iPhone 17,101,negative,No charger included,2.0,,,,,,,,,,
iPhone 17,102,negative,Poor call quality,2.0,,,,,,,,,,
iPhone 17,103,negative,Overpriced,1.0,,,,,,,,,,
iPhone 17,104,negative,Average performance,2.0,,,,,,,,,,
iPhone 17,105,negative,Average camera,1.0,,,,,,,,,,
iPhone 17,106,negative,Battery issues,0.0,,,,,,,,,,
iPhone 17,107,negative,No charger included,0.0,,,,,,,,,,
iPhone 17,108,negative,Feels fragile,0.0,,,,,,,,,,
iPhone 17,109,negative,Slippery in hand,0.0,,,,,,,,,,
iPhone 17,110,negative,Expensive repairs,0.0,,,,,,,,,,
iPhone 17,111,negative,Slow charging,2.0,,,,,,,,,,
iPhone 17,112,negative,Average camera,0.0,,,,,,,,,,
iPhone 17,113,negative,Expensive repairs,0.0,,,,,,,,,,
iPhone 17,114,negative,Gets hot quickly,2.0,,,,,,,,,,
iPhone 17,115,negative,Slow charging,2.0,,,,,,,,,,
iPhone 17,116,negative,Minor upgrades,2.0,,,,,,,,,,
iPhone 17,117,negative,Not much innovation,2.0,,,,,,,,,,
iPhone 17,118,negative,Low storage,1.0,,,,,,,,,,
iPhone 17,119,negative,Overheats,1.0,,,,,,,,,,
iPhone 17,120,negative,No charger included,2.0,,,,,,,,,,
iPhone 17,121,negative,Average camera,0.0,,,,,,,,,,
iPhone 17,122,negative,Too heavy,0.0,,,,,,,,,,
iPhone 17,123,negative,Not much innovation,0.0,,,,,,,,,,
iPhone 17,124,negative,Scratches easily,0.0,,,,,,,,,,
iPhone 17,125,negative,Average camera,0.0,,,,,,,,,,
iPhone 17,126,negative,Gets hot quickly,0.0,,,,,,,,,,
iPhone 17,127,negative,Overpriced,0.0,,,,,,,,,,
iPhone 17,128,negative,Battery issues,1.0,,,,,,,,,,
iPhone 17,129,negative,Too expensive,2.0,,,,,,,,,,
iPhone 17,130,negative,Feels fragile,0.0,,,,,,,,,,
iPhone 17,131,negative,Slow charging,2.0,,,,,,,,,,
iPhone 17,132,negative,Gets hot quickly,0.0,,,,,,,,,,
iPhone 17,133,negative,Not much innovation,1.0,,,,,,,,,,
iPhone 17,134,negative,Scratches easily,2.0,,,,,,,,,,
iPhone 17,135,negative,Overpriced,2.0,,,,,,,,,,
iPhone 17,136,negative,Slippery in hand,2.0,,,,,,,,,,
iPhone 17,137,negative,No charger included,1.0,,,,,,,,,,
iPhone 17,138,negative,Scratches easily,2.0,,,,,,,,,,
iPhone 17,139,negative,Scratches easily,0.0,,,,,,,,,,
iPhone 17,140,negative,Battery issues,2.0,,,,,,,,,,
iPhone 17,141,negative,Expensive repairs,1.0,,,,,,,,,,
iPhone 17,142,negative,Scratches easily,0.0,,,,,,,,,,
iPhone 17,143,negative,Weak speaker,2.0,,,,,,,,,,
iPhone 17,144,negative,Weak battery,1.0,,,,,,,,,,
iPhone 17,145,negative,Scratches easily,0.0,,,,,,,,,,
iPhone 17,146,negative,Too heavy,0.0,,,,,,,,,,
iPhone 17,147,negative,Too expensive,2.0,,,,,,,,,,
iPhone 17,148,negative,Too heavy,1.0,,,,,,,,,,
iPhone 17,149,negative,Overheats,1.0,,,,,,,,,,
iPhone 17,150,negative,Too expensive,1.0,,,,,,,,,,
iPhone 17,151,negative,Slow charging,2.0,,,,,,,,,,
iPhone 17,152,negative,Slippery in hand,2.0,,,,,,,,,,
iPhone 17,153,negative,Overpriced,1.0,,,,,,,,,,
iPhone 17,154,negative,Battery issues,1.0,,,,,,,,,,
iPhone 17,155,negative,Expensive repairs,0.0,,,,,,,,,,
iPhone 17,156,negative,Not much innovation,0.0,,,,,,,,,,
iPhone 17,157,negative,Overpriced,0.0,,,,,,,,,,
iPhone 17,158,negative,Not much innovation,0.0,,,,,,,,,,
iPhone 17,159,negative,Too expensive,0.0,,,,,,,,,,
iPhone 17,160,negative,No charger included,0.0,,,,,,,,,,
iPhone 17,161,negative,Not much innovation,2.0,,,,,,,,,,
iPhone 17,162,negative,Weak speaker,0.0,,,,,,,,,,
iPhone 17,163,negative,Weak speaker,2.0,,,,,,,,,,
iPhone 17,164,negative,Average performance,1.0,,,,,,,,,,
iPhone 17,165,negative,Slippery in hand,0.0,,,,,,,,,,
iPhone 17,166,negative,Not much innovation,0.0,,,,,,,,,,
iPhone 17,167,negative,Slippery in hand,1.0,,,,,,,,,,
iPhone 17,168,negative,No charger included,0.0,,,,,,,,,,
iPhone 17,169,negative,Feels fragile,0.0,,,,,,,,,,
iPhone 17,170,negative,Not much innovation,2.0,,,,,,,,,,
iPhone 17,171,negative,Expensive repairs,0.0,,,,,,,,,,
iPhone 17,172,negative,Average performance,1.0,,,,,,,,,,
iPhone 17,173,negative,Average camera,2.0,,,,,,,,,,
iPhone 17,174,negative,Slippery in hand,2.0,,,,,,,,,,
iPhone 17,175,negative,Battery issues,1.0,,,,,,,,,,
iPhone 17,176,negative,Not much innovation,0.0,,,,,,,,,,
iPhone 17,177,negative,Battery issues,0.0,,,,,,,,,,
iPhone 17,178,negative,Low storage,0.0,,,,,,,,,,
iPhone 17,179,negative,Overheats,0.0,,,,,,,,,,
iPhone 17,180,negative,Scratches easily,1.0,,,,,,,,,,
iPhone 17,181,negative,Weak battery,0.0,,,,,,,,,,
iPhone 17,182,negative,Slow charging,2.0,,,,,,,,,,
iPhone 17,183,negative,Overheats,0.0,,,,,,,,,,
iPhone 17,184,negative,Slippery in hand,1.0,,,,,,,,,,
iPhone 17,185,negative,Low storage,2.0,,,,,,,,,,
iPhone 17,186,negative,Expensive repairs,2.0,,,,,,,,,,
iPhone 17,187,negative,Battery issues,1.0,,,,,,,,,,
iPhone 17,188,negative,Scratches easily,2.0,,,,,,,,,,
iPhone 17,189,negative,Low storage,0.0,,,,,,,,,,
iPhone 17,190,negative,Weak battery,2.0,,,,,,,,,,
iPhone 17,191,negative,Not much innovation,0.0,,,,,,,,,,
iPhone 17,192,negative,Feels fragile,2.0,,,,,,,,,,
iPhone 17,193,negative,Expensive repairs,2.0,,,,,,,,,,
iPhone 17,194,negative,Overheats,2.0,,,,,,,,,,
iPhone 17,195,negative,Feels fragile,1.0,,,,,,,,,,
iPhone 17,196,negative,Weak battery,2.0,,,,,,,,,,
iPhone 17,197,negative,Overheats,1.0,,,,,,,,,,
iPhone 17,198,negative,Not much innovation,0.0,,,,,,,,,,
iPhone 17,199,negative,Scratches easily,1.0,,,,,,,,,,
iPhone 17,200,negative,Gets hot quickly,2.0,,,,,,,,,,
Ice Skates Model X,1,,Very comfortable and supportive.,5.0,2024-01-12,,,,,,,,,positive
Ice Skates Model X,2,,Blades arrived sharp and ready to use.,5.0,2024-02-18,,,,,,,,,positive
Ice Skates Model X,3,,Boot is stiff at first but improves with time.,4.0,2024-03-02,,,,,,,,,positive
Ice Skates Model X,4,,Great quality for the price.,5.0,2024-03-21,,,,,,,,,positive
Ice Skates Model X,5,,Perfect for beginners.,5.0,2024-04-05,,,,,,,,,positive
Ice Skates Model X,6,,Excellent ankle stability.,5.0,2024-04-22,,,,,,,,,positive
Ice Skates Model X,7,,A bit heavy but very durable.,4.0,2024-05-11,,,,,,,,,positive
Ice Skates Model X,8,,Looks stylish on the ice.,5.0,2024-06-03,,,,,,,,,positive
Ice Skates Model X,9,,Good balance and smooth glide.,5.0,2024-06-22,,,,,,,,,positive
Ice Skates Model X,10,,Warm inner padding keeps feet cozy.,5.0,2024-07-01,,,,,,,,,positive
Ice Skates Model X,11,,Fantastic choice for recreational skating.,5.0,2024-07-17,,,,,,,,,positive
Ice Skates Model X,12,,Easy to clean and maintain.,4.0,2024-08-04,,,,,,,,,positive
Ice Skates Model X,13,,Very secure fit once fully laced.,5.0,2024-08-19,,,,,,,,,positive
Ice Skates Model X,14,,Great option for kids learning to skate.,5.0,2024-09-01,,,,,,,,,positive
Ice Skates Model X,15,,A little pricey but worth it.,4.0,2024-09-13,,,,,,,,,positive
Ice Skates Model X,16,,Comfortable even after long sessions.,5.0,2024-10-03,,,,,,,,,positive
Ice Skates Model X,17,,The boot material feels premium.,5.0,2024-10-17,,,,,,,,,positive
Ice Skates Model X,18,,Fits true to size.,5.0,2024-11-08,,,,,,,,,positive
Ice Skates Model X,19,,Perfect for casual weekend skating.,5.0,2024-11-24,,,,,,,,,positive
Ice Skates Model X,20,,Supportive enough for jumps and spins.,5.0,2024-12-11,,,,,,,,,positive
Ice Skates Model X,21,,Blades hold an edge really well.,5.0,2024-12-27,,,,,,,,,positive
Ice Skates Model X,22,,Lightweight and easy to control.,5.0,2025-01-10,,,,,,,,,positive
Ice Skates Model X,23,,Good for both indoor and outdoor rinks.,4.0,2025-01-28,,,,,,,,,positive
Ice Skates Model X,24,,Very responsive on tight turns.,5.0,2025-02-08,,,,,,,,,positive
Ice Skates Model X,25,,Sharp edges right out of the box.,5.0,2025-02-22,,,,,,,,,positive
Ice Skates Model X,26,,Breaks in surprisingly quickly.,4.0,2025-03-09,,,,,,,,,positive
